transcriptid	foldchange.1	foldchange.2	DEstatus.1	DEstatus.2
NM_001359060.1	1	1.93980565335013	FALSE	TRUE
XM_036166217.1	1	1	FALSE	FALSE
XM_006539329.5	1	1	FALSE	FALSE
NM_001417436.1	1	1	FALSE	FALSE
NM_010754.5	1	1.92144895517634	FALSE	TRUE
XM_006514766.5	1	1	FALSE	FALSE
XM_036153403.1	1	1	FALSE	FALSE
XM_011239341.2	1	1.42426292077045	FALSE	TRUE
NM_001271768.1	1	1.85842668611751	FALSE	TRUE
NM_172578.3	1	1	FALSE	FALSE
XM_036160002.1	1	2.09866768796769	FALSE	TRUE
NM_001309841.1	1	1	FALSE	FALSE
NM_001291448.2	1	1.1354823921357	FALSE	TRUE
XM_011242337.4	1	1	FALSE	FALSE
NM_001411631.1	1	1	FALSE	FALSE
NM_001142655.1	1	1	FALSE	FALSE
NM_001404838.1	1	2.16113326415229	FALSE	TRUE
NM_001347180.1	1	1	FALSE	FALSE
NM_001270613.1	1	2.38700252834979	FALSE	TRUE
XM_006528812.4	1	1	FALSE	FALSE
XM_030247619.2	1	1.62253477208323	FALSE	TRUE
XM_055019608.1	1	1	FALSE	FALSE
XM_030253889.2	1	2.41217426329298	FALSE	TRUE
NM_001411835.1	1	1.76517469724782	FALSE	TRUE
XM_036162342.1	1	1	FALSE	FALSE
NM_181858.2	1	1	FALSE	FALSE
XM_006516188.3	1	2.40888522620786	FALSE	TRUE
NM_001290701.2	1	2.33175896768815	FALSE	TRUE
XM_006500322.3	1	2.22374471801168	FALSE	TRUE
XM_036157503.1	1	1	FALSE	FALSE
NM_001406978.1	1	1	FALSE	FALSE
XM_006528469.5	1	1	FALSE	FALSE
XM_006507441.5	1	1.97649229071874	FALSE	TRUE
NM_007922.5	1	2.82326153966876	FALSE	TRUE
XM_006510559.5	1	1.92308425324873	FALSE	TRUE
XM_036160828.1	1	3.28046526718499	FALSE	TRUE
NM_024185.4	1	2.39841582355731	FALSE	TRUE
NM_001410332.1	1	1	FALSE	FALSE
XM_017321064.1	1	1	FALSE	FALSE
XM_030245023.2	1	1	FALSE	FALSE
XM_017317148.2	1	1	FALSE	FALSE
NM_001177790.1	1	1	FALSE	FALSE
XM_036153579.1	1	2.58830539160055	FALSE	TRUE
NM_001361053.1	1	1	FALSE	FALSE
XM_006506609.4	1	2.1143223305491	FALSE	TRUE
NM_001406263.1	1	1.7078449082026	FALSE	TRUE
NM_023233.3	1	1	FALSE	FALSE
XM_006532951.2	1	1	FALSE	FALSE
XM_006506312.4	1	1	FALSE	FALSE
XM_036158184.1	1	1	FALSE	FALSE
NM_001426502.1	1	1	FALSE	FALSE
NM_001360080.1	1	3.24807105064095	FALSE	TRUE
XM_030250378.2	1	2.6917311418007	FALSE	TRUE
NM_009304.2	1	1	FALSE	FALSE
NM_001358380.2	1	1	FALSE	FALSE
NM_001426173.1	1	1	FALSE	FALSE
XM_011238765.2	1	1	FALSE	FALSE
XM_030255083.2	1	1	FALSE	FALSE
NM_001425847.1	1	1	FALSE	FALSE
XM_036161017.1	1	1	FALSE	FALSE
XM_017321962.3	1	1	FALSE	FALSE
XM_036158369.1	1	1.61345427217161	FALSE	TRUE
NM_001405962.2	1	1.66890778970521	FALSE	TRUE
NM_001163592.2	1	2.1487306576732	FALSE	TRUE
NM_001421015.1	1	1.7829616466273	FALSE	TRUE
NM_001253709.2	1	1.45109723514407	FALSE	TRUE
NM_010881.3	1	1	FALSE	FALSE
XM_006530102.3	1	1	FALSE	FALSE
XM_030246658.2	1	1.86417679390231	FALSE	TRUE
NM_001034876.1	1	1.79989285343753	FALSE	TRUE
NM_001422396.1	1	1	FALSE	FALSE
NM_153777.2	1	1.56809385353392	FALSE	TRUE
XM_006521557.1	1	1.31863109154753	FALSE	TRUE
NM_011614.3	1	1	FALSE	FALSE
NM_025768.2	1	1	FALSE	FALSE
XM_036164875.1	1	1.14969893408676	FALSE	TRUE
XM_030246384.1	1	1	FALSE	FALSE
XM_036164183.1	1	1	FALSE	FALSE
NM_007496.3	1	1.70161568239977	FALSE	TRUE
NM_001253770.2	1	1	FALSE	FALSE
XM_006497439.4	1	1	FALSE	FALSE
NM_001404643.1	1	1	FALSE	FALSE
NM_001417185.1	1	1	FALSE	FALSE
XM_006502930.4	1	1	FALSE	FALSE
XM_030251568.2	1	1	FALSE	FALSE
NM_001425904.1	1	1	FALSE	FALSE
XM_036155714.1	1	1	FALSE	FALSE
XM_036155934.1	1	1	FALSE	FALSE
NM_001362277.1	1	2.04484664306724	FALSE	TRUE
XM_030245419.1	1	1	FALSE	FALSE
NM_021400.3	1	1	FALSE	FALSE
XM_036159390.1	1	1.61187712517214	FALSE	TRUE
NM_001360498.1	1	1	FALSE	FALSE
NM_009808.4	1	1	FALSE	FALSE
NM_001276445.1	1	1	FALSE	FALSE
NM_001368639.1	1	1.87239059625499	FALSE	TRUE
XM_006529883.5	1	1.83627601953502	FALSE	TRUE
XM_030243728.1	1	1.87770719671741	FALSE	TRUE
NM_001166497.1	1	1	FALSE	FALSE
XM_017321146.3	1	2.10459191871502	FALSE	TRUE
XM_006529390.4	1	1	FALSE	FALSE
NM_133927.1	1	1	FALSE	FALSE
XM_006524519.5	1	1	FALSE	FALSE
XM_036162774.1	1	1	FALSE	FALSE
NM_001167593.1	1	1	FALSE	FALSE
XM_030246885.2	1	1.73143693467456	FALSE	TRUE
NM_175473.3	1	1.81375666083829	FALSE	TRUE
NM_001352629.1	1	1.68371236362893	FALSE	TRUE
NM_001384232.1	1	1	FALSE	FALSE
XM_036162948.1	1	1	FALSE	FALSE
NM_018863.4	1	2.15799719121875	FALSE	TRUE
NM_028804.1	1	2.12094560453649	FALSE	TRUE
XM_006527222.5	1	1	FALSE	FALSE
XM_030253498.1	1	1.78145643470505	FALSE	TRUE
NM_011495.3	1	1	FALSE	FALSE
XM_006522266.3	1	3.06508468735621	FALSE	TRUE
XM_006528721.1	1	1.50486581196462	FALSE	TRUE
XM_036161830.1	1	1.60640736779442	FALSE	TRUE
XM_011245337.4	1	1	FALSE	FALSE
NM_001409777.1	1	1.87048108675448	FALSE	TRUE
XM_030247145.2	1	1.4057242282815	FALSE	TRUE
XM_030250042.2	1	1	FALSE	FALSE
NM_001003916.2	1	2.37090702086342	FALSE	TRUE
NM_001025254.2	1	1	FALSE	FALSE
NM_172513.3	1	1	FALSE	FALSE
XM_017315479.3	1	1	FALSE	FALSE
NM_001327810.1	1	1	FALSE	FALSE
NM_001425898.1	1	1	FALSE	FALSE
NM_010608.3	1	1	FALSE	FALSE
XM_030247294.1	1	1	FALSE	FALSE
XM_030251886.1	1	2.14592111310814	FALSE	TRUE
NM_001418016.1	1	1.66277815514827	FALSE	TRUE
XM_011244054.4	1	1.98409944383013	FALSE	TRUE
NM_001359744.2	1	1	FALSE	FALSE
NM_001346536.1	1	1	FALSE	FALSE
XM_011243422.4	1	1	FALSE	FALSE
XM_006496889.5	1	1	FALSE	FALSE
NM_001291015.1	1	2.29817629209654	FALSE	TRUE
XM_036155075.1	1	1	FALSE	FALSE
XM_017315015.3	1	1	FALSE	FALSE
XM_036156664.1	1	2.8670790854763	FALSE	TRUE
NM_001159885.1	1	1	FALSE	FALSE
NM_001374230.1	1	1.54798390190274	FALSE	TRUE
NM_001422142.1	1	2.80971861543559	FALSE	TRUE
NM_001290815.2	1	2.56676459548581	FALSE	TRUE
XM_006512643.1	1	1.63558721087288	FALSE	TRUE
XM_030254759.2	1	1.81892958694198	FALSE	TRUE
NM_013864.3	1	1	FALSE	FALSE
XM_030245614.2	1	1.94470543668513	FALSE	TRUE
NM_001362313.1	1	1	FALSE	FALSE
XM_006531009.5	1	1	FALSE	FALSE
XM_006535169.3	1	1.9833340768626	FALSE	TRUE
XM_030246975.1	1	1	FALSE	FALSE
XM_030246252.2	1	1	FALSE	FALSE
NM_019580.4	1	1	FALSE	FALSE
NM_001167906.2	1	1	FALSE	FALSE
XM_011238852.3	1	2.25947783972809	FALSE	TRUE
XM_006523132.1	1	1.66422031565008	FALSE	TRUE
NM_001401056.1	1	1	FALSE	FALSE
XM_036159440.1	1	1	FALSE	FALSE
XM_036165231.1	1	1	FALSE	FALSE
NM_001243584.1	1	1	FALSE	FALSE
NM_001198874.1	1	1	FALSE	FALSE
NM_001382482.1	1	2.34750759171915	FALSE	TRUE
NM_001252222.1	1	1	FALSE	FALSE
XM_030254896.2	1	2.20969751926366	FALSE	TRUE
NM_001290674.1	1	1	FALSE	FALSE
XM_030254729.2	1	2.06337690933997	FALSE	TRUE
XM_006525162.4	1	1	FALSE	FALSE
XM_036156365.1	1	1	FALSE	FALSE
NM_001024136.2	1	1	FALSE	FALSE
NM_145994.4	1	1	FALSE	FALSE
XM_017321667.2	1	1	FALSE	FALSE
NM_001404586.1	1	1	FALSE	FALSE
NM_001421606.1	1	2.00377265320264	FALSE	TRUE
XM_011248001.3	1	2.64969496801356	FALSE	TRUE
NM_001308386.1	1	2.18402007622798	FALSE	TRUE
XM_036163274.1	1	1	FALSE	FALSE
NM_001416729.1	1	1.72876404002874	FALSE	TRUE
XM_017318395.2	1	2.36544127969382	FALSE	TRUE
NM_001362855.1	1	1	FALSE	FALSE
NM_001371054.1	1	1	FALSE	FALSE
NM_133674.2	1	1.76649681473977	FALSE	TRUE
XM_036163019.1	1	2.35711378426	FALSE	TRUE
XM_036158118.1	1	1.72631604803114	FALSE	TRUE
XM_006518687.5	1	1	FALSE	FALSE
NM_007466.4	1	2.32640844277842	FALSE	TRUE
NM_015768.3	1	2.17792985011314	FALSE	TRUE
XM_030250894.1	1	2.80069405164288	FALSE	TRUE
NM_025350.4	1	1.87931832067243	FALSE	TRUE
XM_036161060.1	1	1	FALSE	FALSE
NM_153538.3	1	1.51080973876933	FALSE	TRUE
NM_010736.5	1	1	FALSE	FALSE
XM_006527414.1	1	1	FALSE	FALSE
XM_006500280.4	1	2.26854648898188	FALSE	TRUE
XM_006499211.4	1	2.06225920632272	FALSE	TRUE
NM_001417778.1	1	1	FALSE	FALSE
NM_029621.3	1	1	FALSE	FALSE
NM_001409207.1	1	1	FALSE	FALSE
NM_001160164.2	1	1	FALSE	FALSE
NM_001358692.2	1	1	FALSE	FALSE
XM_030253363.1	1	1	FALSE	FALSE
XM_030244077.2	1	1	FALSE	FALSE
XM_006504028.4	1	1	FALSE	FALSE
XM_036158675.1	1	2.01397497128831	FALSE	TRUE
XM_017316361.3	1	1	FALSE	FALSE
NM_001368343.1	1	1.91184684113713	FALSE	TRUE
NM_011129.3	1	1	FALSE	FALSE
XM_006511251.3	1	2.03352352471404	FALSE	TRUE
NM_009820.6	1	1.84848536039641	FALSE	TRUE
NM_001418464.1	1	1	FALSE	FALSE
XM_036161752.1	1	1	FALSE	FALSE
NM_001406018.1	1	1.64065482010181	FALSE	TRUE
XM_006540358.3	1	1	FALSE	FALSE
XM_030243797.2	1	1	FALSE	FALSE
XM_011249757.4	1	1	FALSE	FALSE
XM_030250013.2	1	1.70639493772469	FALSE	TRUE
NM_001369218.1	1	2.006294227603	FALSE	TRUE
NM_008861.3	1	1	FALSE	FALSE
XM_017320826.2	1	1.86370294009825	FALSE	TRUE
XM_036163546.1	1	1	FALSE	FALSE
XM_006513694.5	1	1.37642172032149	FALSE	TRUE
XM_017313453.1	1	1	FALSE	FALSE
XM_006501550.5	1	2.55436499317279	FALSE	TRUE
NM_010204.1	1	1	FALSE	FALSE
NM_001361575.1	1	1	FALSE	FALSE
XM_017320972.3	1	1	FALSE	FALSE
NM_001302389.1	1	1	FALSE	FALSE
XM_011248692.3	1	1	FALSE	FALSE
XM_030243270.2	1	2.7552481341475	FALSE	TRUE
NM_001360611.1	1	1.80696255278294	FALSE	TRUE
NM_001413450.1	1	2.67986669765937	FALSE	TRUE
XM_006533146.5	1	1.58520055335654	FALSE	TRUE
XM_006534726.4	1	1	FALSE	FALSE
NM_016716.6	1	1.7641110598658	FALSE	TRUE
NM_001419316.1	1	1.48365617260798	FALSE	TRUE
NM_133839.3	1	2.06037701445304	FALSE	TRUE
NM_001347324.1	1	1.88258897954035	FALSE	TRUE
XM_030252660.2	1	1	FALSE	FALSE
XM_036157909.1	1	1.7996732743927	FALSE	TRUE
XM_017321785.3	1	1	FALSE	FALSE
XM_006496048.5	1	1	FALSE	FALSE
XM_036160954.1	1	1	FALSE	FALSE
NM_009021.2	1	1.81453290336481	FALSE	TRUE
XM_030255370.2	1	2.01781371161788	FALSE	TRUE
XM_006502927.4	1	2.18887974277168	FALSE	TRUE
XM_030248071.1	1	1	FALSE	FALSE
NM_001427312.1	1	1	FALSE	FALSE
NM_001425461.1	1	1	FALSE	FALSE
NM_011351.2	1	1	FALSE	FALSE
NM_133816.4	1	1	FALSE	FALSE
NM_001407468.1	1	1	FALSE	FALSE
XM_030250366.2	1	1	FALSE	FALSE
NM_028021.3	1	1	FALSE	FALSE
NM_001163032.1	1	1	FALSE	FALSE
NM_001418036.1	1	1	FALSE	FALSE
XM_030253424.2	1	1	FALSE	FALSE
XM_006534893.3	1	1	FALSE	FALSE
NM_001039184.2	1	1	FALSE	FALSE
XM_036162720.1	1	2.22263385498076	FALSE	TRUE
NM_001379525.1	1	1	FALSE	FALSE
XM_011250130.4	1	1	FALSE	FALSE
XM_006498795.5	1	2.17462682000914	FALSE	TRUE
NM_001421468.1	1	1	FALSE	FALSE
XM_006516468.5	1	1.63002003495472	FALSE	TRUE
NM_028673.1	1	1	FALSE	FALSE
NM_001356994.2	1	1	FALSE	FALSE
XM_030255232.2	1	1	FALSE	FALSE
NM_198961.3	1	3.07301165888007	FALSE	TRUE
NM_001363025.1	1	1	FALSE	FALSE
XM_006520356.2	1	1.64747378141473	FALSE	TRUE
XM_011244968.4	1	1	FALSE	FALSE
XM_006539713.5	1	1	FALSE	FALSE
XM_030245263.1	1	1	FALSE	FALSE
NM_001427352.1	1	1.9272128998417	FALSE	TRUE
NM_001289582.1	1	1	FALSE	FALSE
XM_036156477.1	1	1	FALSE	FALSE
NM_001358306.1	1	1	FALSE	FALSE
NM_001407285.1	1	1.6447357177649	FALSE	TRUE
NM_025583.2	1	1	FALSE	FALSE
NM_001309233.1	1	1	FALSE	FALSE
XM_011245343.4	1	1	FALSE	FALSE
XM_036153254.1	1	1	FALSE	FALSE
XM_006511634.4	1	2.02928846552337	FALSE	TRUE
XM_030254159.2	1	1	FALSE	FALSE
NM_001410496.1	1	1	FALSE	FALSE
NM_001378895.1	1	2.30763904784822	FALSE	TRUE
NM_001206369.1	1	2.32133038344353	FALSE	TRUE
XM_036155955.1	1	1.23748242208419	FALSE	TRUE
XM_006533085.2	1	1.22955178388098	FALSE	TRUE
NM_001362947.1	1	2.08769042364916	FALSE	TRUE
XM_017317576.3	1	2.37163969955025	FALSE	TRUE
XM_006508103.5	1	1.72919974730118	FALSE	TRUE
NM_011169.5	1	2.52832823443634	FALSE	TRUE
NM_001403884.1	1	1	FALSE	FALSE
NM_001425504.1	1	1.96793591731387	FALSE	TRUE
NM_175105.3	1	1.80655171582708	FALSE	TRUE
XM_006514206.4	1	1	FALSE	FALSE
NM_001033039.2	1	1	FALSE	FALSE
XM_006519000.5	1	1	FALSE	FALSE
XM_006498534.4	1	1	FALSE	FALSE
XM_017321063.1	1	1	FALSE	FALSE
XM_006505210.5	1	2.52701762474108	FALSE	TRUE
NM_009735.3	1	2.09466508970091	FALSE	TRUE
XM_036164328.1	1	2.42202309324748	FALSE	TRUE
XM_036160892.1	1	1.7509718077533	FALSE	TRUE
NM_001310693.1	1	2.29684838566458	FALSE	TRUE
NM_001408267.1	1	1	FALSE	FALSE
NM_001316749.2	1	2.67913004373332	FALSE	TRUE
NM_001037801.2	1	1	FALSE	FALSE
NM_019958.4	1	1.61529731825536	FALSE	TRUE
NM_001085450.1	1	1	FALSE	FALSE
XM_017315365.2	1	1	FALSE	FALSE
NM_007985.3	1	1	FALSE	FALSE
NM_001404903.1	1	1	FALSE	FALSE
XM_036160215.1	1	2.74671575605777	FALSE	TRUE
NM_199152.3	1	1	FALSE	FALSE
XM_036165444.1	1	1.86262528439727	FALSE	TRUE
NM_001424612.1	1	1	FALSE	FALSE
XM_017316940.2	1	1	FALSE	FALSE
NM_001358434.1	1	1	FALSE	FALSE
XM_011241794.3	1	1.70086283025923	FALSE	TRUE
XM_006522299.5	1	1	FALSE	FALSE
NM_008215.2	1	1	FALSE	FALSE
XM_006506481.5	1	1	FALSE	FALSE
NM_016866.3	1	1	FALSE	FALSE
XM_036165087.1	1	2.28307666780864	FALSE	TRUE
XM_017315003.2	1	1	FALSE	FALSE
XM_030248761.2	1	1	FALSE	FALSE
XM_030246536.1	1	1.41187605312872	FALSE	TRUE
XM_030242818.1	1	1.7176879174521	FALSE	TRUE
XM_036162045.1	1	1	FALSE	FALSE
NM_001410037.1	1	2.58412217035683	FALSE	TRUE
XM_036153355.1	1	1	FALSE	FALSE
NM_001378843.1	1	2.34316421818758	FALSE	TRUE
XM_030244416.2	1	1	FALSE	FALSE
NM_001359121.2	1	1.90200398216698	FALSE	TRUE
NM_011343.3	1	1	FALSE	FALSE
XM_036158393.1	1	1.80443594722368	FALSE	TRUE
XM_011248663.4	1	1	FALSE	FALSE
XM_006524349.4	1	1	FALSE	FALSE
XM_006537560.5	1	2.53944330505436	FALSE	TRUE
XM_030250564.2	1	2.13798281693686	FALSE	TRUE
XM_030245518.2	1	1	FALSE	FALSE
NM_145407.3	1	1	FALSE	FALSE
NM_001004140.2	1	2.11099158405937	FALSE	TRUE
NM_001418606.1	1	1	FALSE	FALSE
NM_001039488.1	1	1	FALSE	FALSE
NM_018743.4	1	1	FALSE	FALSE
XM_006537730.4	1	2.27814738634408	FALSE	TRUE
XM_036158803.1	1	1.42990159792265	FALSE	TRUE
NM_001177602.1	1	1	FALSE	FALSE
NM_001359416.1	1	2.06465836790051	FALSE	TRUE
NM_001411422.1	1	2.19216840121198	FALSE	TRUE
XM_011250251.3	1	1	FALSE	FALSE
XM_036164627.1	1	3.32435010505003	FALSE	TRUE
NM_001163465.2	1	1	FALSE	FALSE
XM_006513056.3	1	1	FALSE	FALSE
XM_006526699.5	1	1	FALSE	FALSE
XM_011245289.3	1	2.33532769736785	FALSE	TRUE
XM_030244311.1	1	1	FALSE	FALSE
XM_030255304.2	1	1.52551797180652	FALSE	TRUE
NM_001372270.1	1	2.07084301835745	FALSE	TRUE
NM_001374792.1	1	2.62880625060162	FALSE	TRUE
NM_172572.4	1	1.57748396592022	FALSE	TRUE
XM_036155881.1	1	1	FALSE	FALSE
NM_010116.1	1	1.90746959000782	FALSE	TRUE
NM_001420307.1	1	1	FALSE	FALSE
NM_001417243.1	1	1	FALSE	FALSE
XM_017313128.3	1	1	FALSE	FALSE
NM_001362107.1	1	1	FALSE	FALSE
XM_036155495.1	1	1	FALSE	FALSE
XM_036156994.1	1	1.75858828177698	FALSE	TRUE
NM_001302888.1	1	1	FALSE	FALSE
NM_175107.5	1	1	FALSE	FALSE
NM_001403065.1	1	1	FALSE	FALSE
NM_001329047.2	1	1	FALSE	FALSE
NM_001310626.2	1	1	FALSE	FALSE
NM_001425606.1	1	1	FALSE	FALSE
XM_036165872.1	1	1	FALSE	FALSE
XM_017318461.2	1	2.1198355114645	FALSE	TRUE
XM_030244471.2	1	1	FALSE	FALSE
XM_006539805.3	1	1	FALSE	FALSE
XM_006528034.5	1	1.88002551533883	FALSE	TRUE
NM_010118.3	1	1	FALSE	FALSE
NM_001411787.1	1	1	FALSE	FALSE
XM_030250288.1	1	1.66585383115483	FALSE	TRUE
XM_006533470.3	1	1.95505815545331	FALSE	TRUE
XM_036154215.1	1	2.19612164844449	FALSE	TRUE
XM_030249170.1	1	1	FALSE	FALSE
NM_001361239.2	1	1.67661261661136	FALSE	TRUE
NM_001416035.1	1	1	FALSE	FALSE
NM_001199146.1	1	2.0203140321154	FALSE	TRUE
XM_006513538.5	1	1.79504901687781	FALSE	TRUE
NM_001293805.2	1	2.12169571820609	FALSE	TRUE
NM_025923.3	1	1.98366882077978	FALSE	TRUE
NM_001160178.2	1	1.64266724509712	FALSE	TRUE
XM_006527865.3	1	1	FALSE	FALSE
NM_001359322.1	1	1	FALSE	FALSE
XM_011247695.3	1	1.71400706277532	FALSE	TRUE
XM_006507840.4	1	1	FALSE	FALSE
XM_017317396.2	1	1	FALSE	FALSE
NM_027497.3	1	1.54954539092424	FALSE	TRUE
NM_001425045.1	1	1	FALSE	FALSE
NM_001404588.1	1	1	FALSE	FALSE
NM_001411942.1	1	1	FALSE	FALSE
NM_001425848.1	1	1	FALSE	FALSE
XM_006530917.4	1	1	FALSE	FALSE
NM_001411317.1	1	1	FALSE	FALSE
NM_001359277.1	1	1.95172549174371	FALSE	TRUE
XM_030250848.1	1	1	FALSE	FALSE
XM_030245456.2	1	1	FALSE	FALSE
NM_001285437.1	1	1	FALSE	FALSE
XM_006514715.3	1	1	FALSE	FALSE
NM_001347242.1	1	1	FALSE	FALSE
NM_001364321.1	1	2.07498240302113	FALSE	TRUE
XM_036156720.1	1	1.98062202451183	FALSE	TRUE
XM_006538889.3	1	2.00096255063238	FALSE	TRUE
NM_020284.1	1	1	FALSE	FALSE
XM_006525991.5	1	1	FALSE	FALSE
NM_001384135.1	1	1.47367921761023	FALSE	TRUE
XM_036163496.1	1	1	FALSE	FALSE
XM_006505108.3	1	2.43297430602926	FALSE	TRUE
NM_001168645.1	1	1.8796599534334	FALSE	TRUE
NM_001163852.1	1	1.86100198581577	FALSE	TRUE
NM_001362707.1	1	1	FALSE	FALSE
XM_006538259.4	1	1	FALSE	FALSE
NM_173413.3	1	1	FALSE	FALSE
XM_006532858.2	1	1	FALSE	FALSE
NM_001424930.1	1	1	FALSE	FALSE
XM_006521876.5	1	1.59780758370387	FALSE	TRUE
XM_030250712.1	1	1	FALSE	FALSE
NM_001395237.1	1	1	FALSE	FALSE
XM_011242869.3	1	1	FALSE	FALSE
NM_001271469.2	1	1	FALSE	FALSE
NM_001403154.1	1	1	FALSE	FALSE
NM_008170.4	1	1.93415501425533	FALSE	TRUE
NM_001358941.1	1	1.74797611205883	FALSE	TRUE
NM_175560.3	1	1.59496066673816	FALSE	TRUE
XM_006506904.5	1	2.28943370102773	FALSE	TRUE
NM_007442.3	1	1	FALSE	FALSE
NM_001253917.2	1	1	FALSE	FALSE
XM_006534714.4	1	1	FALSE	FALSE
XM_036157964.1	1	1	FALSE	FALSE
XM_011240309.3	1	1	FALSE	FALSE
XM_006516756.4	1	1	FALSE	FALSE
XM_036161579.1	1	2.32142670845184	FALSE	TRUE
NM_027976.2	1	2.2227247228848	FALSE	TRUE
XM_006514202.5	1	1.18900472997165	FALSE	TRUE
XM_036153442.1	1	2.24879165265467	FALSE	TRUE
NM_001170866.1	1	1	FALSE	FALSE
NM_175333.3	1	1	FALSE	FALSE
XM_036160078.1	1	1	FALSE	FALSE
NM_001160127.1	1	2.85718045004777	FALSE	TRUE
NM_001379384.1	1	1	FALSE	FALSE
NM_001166596.1	1	1	FALSE	FALSE
NM_001359901.2	1	1	FALSE	FALSE
NM_001396521.1	1	1	FALSE	FALSE
NM_028615.1	1	2.03217528581526	FALSE	TRUE
NM_001159743.2	1	1.79383571292017	FALSE	TRUE
XM_006527927.5	1	2.02325893305469	FALSE	TRUE
NM_001406222.1	1	1.76918975948853	FALSE	TRUE
XM_030244129.1	1	1	FALSE	FALSE
NM_029267.5	1	2.39287295391057	FALSE	TRUE
NM_025944.4	1	1	FALSE	FALSE
XM_011245372.4	1	1	FALSE	FALSE
NM_178210.2	1	1	FALSE	FALSE
NM_028866.3	1	1	FALSE	FALSE
XM_006513983.2	1	1	FALSE	FALSE
XM_011244246.1	1	1	FALSE	FALSE
XM_017312224.3	1	2.23904116277787	FALSE	TRUE
XM_030246499.2	1	2.12828206926519	FALSE	TRUE
NM_001425457.1	1	1	FALSE	FALSE
XM_006541151.3	1	1	FALSE	FALSE
NM_011069.3	1	1	FALSE	FALSE
XM_003688968.4	1	1	FALSE	FALSE
NM_001045516.2	1	1.99918545774511	FALSE	TRUE
NM_009162.4	1	1	FALSE	FALSE
XM_030249947.2	1	1	FALSE	FALSE
XM_017319623.3	1	2.89443291245005	FALSE	TRUE
XM_036161255.1	1	1	FALSE	FALSE
XM_006499620.4	1	1	FALSE	FALSE
XM_030246081.2	1	2.95406105655387	FALSE	TRUE
NM_001037740.1	1	1	FALSE	FALSE
NM_001081392.1	1	1	FALSE	FALSE
XM_006512623.5	1	1	FALSE	FALSE
NM_013619.3	1	1	FALSE	FALSE
XM_030250416.2	1	2.65473808288121	FALSE	TRUE
XM_017320468.3	1	2.64372915821315	FALSE	TRUE
XM_036162913.1	1	1	FALSE	FALSE
NM_144884.2	1	2.01775302290424	FALSE	TRUE
XM_017314773.2	1	1	FALSE	FALSE
XM_036153319.1	1	1	FALSE	FALSE
XM_017313596.2	1	1	FALSE	FALSE
NM_018885.3	1	1	FALSE	FALSE
XM_036160963.1	1	2.21394032683287	FALSE	TRUE
NM_001033865.1	1	1	FALSE	FALSE
NM_001404087.1	1	1.65056095336472	FALSE	TRUE
NM_177627.3	1	1	FALSE	FALSE
XM_006496775.4	1	1	FALSE	FALSE
NM_001368257.1	1	1	FALSE	FALSE
XM_017314036.2	1	3.00282510239383	FALSE	TRUE
NM_178086.3	1	1	FALSE	FALSE
NM_001412351.1	1	1	FALSE	FALSE
NM_011430.3	1	1.52494986845218	FALSE	TRUE
NM_001410350.1	1	2.50368213893979	FALSE	TRUE
NM_001420755.1	1	2.16725357092007	FALSE	TRUE
NM_001310471.2	1	1	FALSE	FALSE
XM_006511682.4	1	1	FALSE	FALSE
XM_011248948.3	1	1.40234265216679	FALSE	TRUE
NM_016957.3	1	1	FALSE	FALSE
XM_006523339.4	1	1.86322060315437	FALSE	TRUE
XM_011241320.2	1	1.48356116918033	FALSE	TRUE
NM_008304.2	1	2.72236985105016	FALSE	TRUE
XM_017319162.1	1	1	FALSE	FALSE
XM_006499972.3	1	2.05452564254673	FALSE	TRUE
XM_006506809.2	1	1.95059084851418	FALSE	TRUE
XM_030243483.2	1	2.33678498706476	FALSE	TRUE
XM_036154724.1	1	1	FALSE	FALSE
NM_001420248.1	1	1	FALSE	FALSE
NM_023685.5	1	1.77990815474914	FALSE	TRUE
XM_036154610.1	1	1	FALSE	FALSE
XM_017313438.2	1	2.32875828439446	FALSE	TRUE
XM_017313012.3	1	1	FALSE	FALSE
XM_036159332.1	1	2.045602411329	FALSE	TRUE
XM_006501501.4	1	1.57358703587058	FALSE	TRUE
XM_006522072.5	1	1.87478340518245	FALSE	TRUE
NM_001081077.1	1	1	FALSE	FALSE
XM_017321210.1	1	1	FALSE	FALSE
NM_001170745.1	1	1.78875721380412	FALSE	TRUE
XM_030246884.2	1	2.38091522696713	FALSE	TRUE
NM_001417031.1	1	1.62575953136877	FALSE	TRUE
XM_006504236.4	1	1	FALSE	FALSE
XM_006527902.4	1	1.83083221322167	FALSE	TRUE
NM_001357960.1	1	1.91875054092778	FALSE	TRUE
NM_001424499.1	1	2.07331642392104	FALSE	TRUE
NM_027094.2	1	2.29602878514343	FALSE	TRUE
XM_030248458.2	1	1	FALSE	FALSE
NM_001368215.1	1	1	FALSE	FALSE
NM_001360676.1	1	1	FALSE	FALSE
XM_036161252.1	1	1	FALSE	FALSE
NM_001302676.1	1	1	FALSE	FALSE
NM_007862.3	1	2.44593940936126	FALSE	TRUE
XM_006532184.5	1	2.30256259266535	FALSE	TRUE
NM_139128.2	1	2.06811316091602	FALSE	TRUE
XM_017318188.2	1	2.13529001264008	FALSE	TRUE
XM_006530801.4	1	1.64266856528465	FALSE	TRUE
NM_178664.5	1	2.50663749495485	FALSE	TRUE
XM_006495513.5	1	1.50345898626855	FALSE	TRUE
XM_030252735.2	1	2.00667763093519	FALSE	TRUE
